Season,HomeTeam,AwayTeam,FullTimeResult,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals
2006,Bor. Dortmund,Alem. Aachen,D,0,0
2006,1.FC Nuremberg,Werder Bremen,A,1,2
2006,VfB Stuttgart,Hamburger SV,H,2,0
2006,1.FSV Mainz 05,VfL Wolfsburg,A,1,2
2006,Bayern Munich,Hannover 96,A,0,1
2006,Bor. M'gladbach,FC Schalke 04,A,0,2
2006,Arm. Bielefeld,Hertha BSC,D,2,2
2006,VfL Bochum,B. Leverkusen,A,1,3
2006,Energie Cottbus,E. Frankfurt,A,0,1
2006,Werder Bremen,Bor. Dortmund,A,1,3
2006,Hamburger SV,Bor. M'gladbach,D,1,1
2006,FC Schalke 04,1.FSV Mainz 05,H,4,0
2006,B. Leverkusen,Bayern Munich,A,2,3
2006,Hertha BSC,VfL Bochum,D,3,3
2006,E. Frankfurt,Arm. Bielefeld,A,0,3
2006,VfL Wolfsburg,Energie Cottbus,D,0,0
2006,Hannover 96,VfB Stuttgart,A,1,2
2006,Alem. Aachen,1.FC Nuremberg,D,1,1
2006,VfL Bochum,E. Frankfurt,H,4,3
2006,Bayern Munich,VfB Stuttgart,H,2,1
2006,Bor. Dortmund,Hertha BSC,A,1,2
2006,1.FC Nuremberg,B. Leverkusen,H,3,2
2006,1.FSV Mainz 05,Hamburger SV,D,0,0
2006,Alem. Aachen,Werder Bremen,D,2,2
2006,Energie Cottbus,FC Schalke 04,A,2,4
2006,Bor. M'gladbach,Hannover 96,A,0,1
2006,Arm. Bielefeld,VfL Wolfsburg,D,0,0
2006,FC Schalke 04,VfL Bochum,H,2,1
2006,Werder Bremen,Arm. Bielefeld,H,3,0
2006,Hamburger SV,Bayern Munich,A,1,2
2006,Hertha BSC,Alem. Aachen,H,2,1
2006,Hannover 96,1.FSV Mainz 05,H,1,0
2006,E. Frankfurt,Bor. Dortmund,D,1,1
2006,VfL Wolfsburg,1.FC Nuremberg,D,1,1
2006,B. Leverkusen,Energie Cottbus,H,3,1
2006,VfB Stuttgart,Bor. M'gladbach,H,1,0
2006,1.FSV Mainz 05,VfB Stuttgart,D,0,0
2006,Bayern Munich,Bor. M'gladbach,D,1,1
2006,Werder Bremen,Hertha BSC,H,3,1
2006,Bor. Dortmund,VfL Wolfsburg,H,1,0
2006,Arm. Bielefeld,B. Leverkusen,D,0,0
2006,VfL Bochum,Hamburger SV,H,2,1
2006,Energie Cottbus,Hannover 96,A,0,1
2006,1.FC Nuremberg,FC Schalke 04,D,0,0
2006,Alem. Aachen,E. Frankfurt,A,2,3
2006,B. Leverkusen,Hertha BSC,H,2,1
2006,Bayern Munich,Energie Cottbus,H,2,1
2006,Hamburger SV,1.FC Nuremberg,D,0,0
2006,VfB Stuttgart,VfL Bochum,H,1,0
2006,Bor. M'gladbach,1.FSV Mainz 05,D,1,1
2006,Hannover 96,Arm. Bielefeld,D,1,1
2006,E. Frankfurt,Werder Bremen,A,2,6
2006,FC Schalke 04,Bor. Dortmund,H,3,1
2006,VfL Wolfsburg,Alem. Aachen,A,1,2
2006,VfL Bochum,Bor. M'gladbach,H,2,0
2006,Hertha BSC,E. Frankfurt,H,1,0
2006,1.FC Nuremberg,Hannover 96,H,3,1
2006,1.FSV Mainz 05,Bayern Munich,A,0,4
2006,Arm. Bielefeld,FC Schalke 04,A,0,1
2006,Alem. Aachen,Hamburger SV,D,3,3
2006,Energie Cottbus,VfB Stuttgart,D,0,0
2006,Werder Bremen,VfL Wolfsburg,H,2,1
2006,Bor. Dortmund,B. Leverkusen,A,1,2
2006,Bor. Dortmund,Bayern Munich,H,3,2
2006,Arm. Bielefeld,Hamburger SV,D,1,1
2006,E. Frankfurt,FC Schalke 04,A,1,3
2006,1.FC Nuremberg,VfB Stuttgart,H,4,1
2006,Energie Cottbus,Bor. M'gladbach,H,3,1
2006,VfL Bochum,1.FSV Mainz 05,A,0,1
2006,Hertha BSC,VfL Wolfsburg,H,2,1
2006,Alem. Aachen,B. Leverkusen,A,2,3
2006,Werder Bremen,Hannover 96,H,3,0
2006,Bor. M'gladbach,1.FC Nuremberg,D,0,0
2006,VfB Stuttgart,Arm. Bielefeld,H,3,2
2006,VfL Wolfsburg,E. Frankfurt,D,2,2
2006,Bayern Munich,VfL Bochum,D,0,0
2006,B. Leverkusen,Werder Bremen,A,0,2
2006,Hannover 96,Hertha BSC,H,5,0
2006,1.FSV Mainz 05,Bor. Dortmund,H,1,0
2006,FC Schalke 04,Alem. Aachen,H,2,1
2006,Hamburger SV,Energie Cottbus,D,1,1
2006,1.FC Nuremberg,Bayern Munich,H,3,0
2006,Hertha BSC,Hamburger SV,H,2,1
2006,VfL Wolfsburg,B. Leverkusen,H,3,2
2006,Arm. Bielefeld,Bor. M'gladbach,A,0,2
2006,E. Frankfurt,1.FSV Mainz 05,D,0,0
2006,Alem. Aachen,Hannover 96,A,1,4
2006,Energie Cottbus,VfL Bochum,D,0,0
2006,Werder Bremen,FC Schalke 04,A,0,2
2006,Bor. Dortmund,VfB Stuttgart,A,0,1
2006,Hannover 96,VfL Wolfsburg,D,2,2
2006,VfB Stuttgart,Werder Bremen,H,4,1
2006,FC Schalke 04,Hertha BSC,H,2,0
2006,Hamburger SV,Bor. Dortmund,H,3,0
2006,B. Leverkusen,E. Frankfurt,D,2,2
2006,Bor. M'gladbach,Alem. Aachen,D,0,0
2006,1.FSV Mainz 05,Energie Cottbus,H,4,1
2006,VfL Bochum,1.FC Nuremberg,A,0,2
2006,Bayern Munich,Arm. Bielefeld,H,1,0
2006,E. Frankfurt,VfB Stuttgart,A,0,4
2006,Alem. Aachen,Bayern Munich,H,1,0
2006,Werder Bremen,Hamburger SV,A,0,2
2006,VfL Wolfsburg,FC Schalke 04,D,2,2
2006,Bor. Dortmund,Bor. M'gladbach,H,1,0
2006,Hertha BSC,1.FSV Mainz 05,A,1,2
2006,B. Leverkusen,Hannover 96,A,0,1
2006,Arm. Bielefeld,VfL Bochum,A,1,3
2006,1.FC Nuremberg,Energie Cottbus,H,1,0
2006,VfB Stuttgart,Hertha BSC,D,0,0
2006,Hannover 96,Bor. Dortmund,H,4,2
2006,1.FSV Mainz 05,1.FC Nuremberg,H,2,1
2006,Energie Cottbus,Arm. Bielefeld,H,2,1
2006,Hamburger SV,E. Frankfurt,H,3,1
2006,Bayern Munich,VfL Wolfsburg,H,2,1
2006,VfL Bochum,Alem. Aachen,D,2,2
2006,Bor. M'gladbach,Werder Bremen,D,2,2
2006,FC Schalke 04,B. Leverkusen,A,0,1
2006,FC Schalke 04,Hamburger SV,A,0,2
2006,Hertha BSC,Bayern Munich,A,2,3
2006,Arm. Bielefeld,1.FC Nuremberg,H,3,2
2006,B. Leverkusen,VfB Stuttgart,H,3,1
2006,VfL Wolfsburg,Bor. M'gladbach,H,1,0
2006,E. Frankfurt,Hannover 96,H,2,0
2006,Werder Bremen,VfL Bochum,H,3,0
2006,Alem. Aachen,1.FSV Mainz 05,H,2,1
2006,Bor. Dortmund,Energie Cottbus,A,2,3
2006,1.FC Nuremberg,E. Frankfurt,D,2,2
2006,Hannover 96,FC Schalke 04,D,1,1
2006,Bor. M'gladbach,Hertha BSC,H,3,1
2006,VfL Bochum,Bor. Dortmund,H,2,0
2006,1.FSV Mainz 05,Arm. Bielefeld,H,1,0
2006,VfB Stuttgart,VfL Wolfsburg,D,0,0
2006,Energie Cottbus,Alem. Aachen,A,0,2
2006,Bayern Munich,Werder Bremen,D,1,1
2006,Hamburger SV,B. Leverkusen,D,0,0
2006,Hertha BSC,Energie Cottbus,A,0,1
2006,E. Frankfurt,Bayern Munich,H,1,0
2006,Hannover 96,Hamburger SV,D,0,0
2006,Bor. Dortmund,1.FC Nuremberg,D,0,0
2006,FC Schalke 04,VfB Stuttgart,H,1,0
2006,Alem. Aachen,Arm. Bielefeld,H,2,0
2006,VfL Wolfsburg,VfL Bochum,H,3,1
2006,B. Leverkusen,Bor. M'gladbach,H,1,0
2006,Werder Bremen,1.FSV Mainz 05,H,2,0
2006,Arm. Bielefeld,Bor. Dortmund,H,1,0
2006,Energie Cottbus,Werder Bremen,D,0,0
2006,Bayern Munich,FC Schalke 04,H,2,0
2006,1.FSV Mainz 05,B. Leverkusen,A,1,3
2006,1.FC Nuremberg,Hertha BSC,H,2,1
2006,Bor. M'gladbach,E. Frankfurt,D,1,1
2006,VfB Stuttgart,Alem. Aachen,H,3,1
2006,VfL Bochum,Hannover 96,H,2,0
2006,Hamburger SV,VfL Wolfsburg,H,1,0
2006,Hannover 96,Bayern Munich,A,1,2
2006,Alem. Aachen,Bor. Dortmund,A,1,4
2006,Hamburger SV,VfB Stuttgart,A,2,4
2006,FC Schalke 04,Bor. M'gladbach,H,2,0
2006,VfL Wolfsburg,1.FSV Mainz 05,H,3,2
2006,Hertha BSC,Arm. Bielefeld,D,1,1
2006,E. Frankfurt,Energie Cottbus,A,1,3
2006,Werder Bremen,1.FC Nuremberg,H,1,0
2006,B. Leverkusen,VfL Bochum,A,1,4
2006,Bor. M'gladbach,Hamburger SV,A,0,1
2006,1.FSV Mainz 05,FC Schalke 04,A,0,3
2006,VfL Bochum,Hertha BSC,A,1,3
2006,VfB Stuttgart,Hannover 96,H,2,1
2006,Arm. Bielefeld,E. Frankfurt,A,2,4
2006,Energie Cottbus,VfL Wolfsburg,H,3,2
2006,1.FC Nuremberg,Alem. Aachen,H,1,0
2006,Bor. Dortmund,Werder Bremen,A,0,2
2006,Bayern Munich,B. Leverkusen,H,2,1
2006,Werder Bremen,Alem. Aachen,H,3,1
2006,VfB Stuttgart,Bayern Munich,H,2,0
2006,Hertha BSC,Bor. Dortmund,A,0,1
2006,B. Leverkusen,1.FC Nuremberg,H,2,0
2006,VfL Wolfsburg,Arm. Bielefeld,A,2,3
2006,E. Frankfurt,VfL Bochum,A,0,3
2006,FC Schalke 04,Energie Cottbus,H,2,0
2006,Hannover 96,Bor. M'gladbach,H,1,0
2006,Hamburger SV,1.FSV Mainz 05,D,2,2
2006,VfL Bochum,FC Schalke 04,H,2,1
2006,Bayern Munich,Hamburger SV,A,1,2
2006,Alem. Aachen,Hertha BSC,A,0,4
2006,Bor. M'gladbach,VfB Stuttgart,A,0,1
2006,1.FSV Mainz 05,Hannover 96,A,1,2
2006,Bor. Dortmund,E. Frankfurt,H,2,0
2006,1.FC Nuremberg,VfL Wolfsburg,D,1,1
2006,Arm. Bielefeld,Werder Bremen,H,3,2
2006,Energie Cottbus,B. Leverkusen,H,2,1
2006,Hannover 96,Energie Cottbus,H,2,0
2006,Bor. M'gladbach,Bayern Munich,D,1,1
2006,VfL Wolfsburg,Bor. Dortmund,A,0,2
2006,FC Schalke 04,1.FC Nuremberg,H,1,0
2006,VfB Stuttgart,1.FSV Mainz 05,H,2,0
2006,Hamburger SV,VfL Bochum,A,0,3
2006,E. Frankfurt,Alem. Aachen,H,4,0
2006,Hertha BSC,Werder Bremen,A,1,4
2006,B. Leverkusen,Arm. Bielefeld,A,1,2
2006,Energie Cottbus,Bayern Munich,A,0,3
2006,1.FC Nuremberg,Hamburger SV,A,0,2
2006,Bor. Dortmund,FC Schalke 04,H,2,0
2006,Hertha BSC,B. Leverkusen,A,2,3
2006,VfL Bochum,VfB Stuttgart,A,2,3
2006,1.FSV Mainz 05,Bor. M'gladbach,H,3,0
2006,Arm. Bielefeld,Hannover 96,H,3,1
2006,Werder Bremen,E. Frankfurt,A,1,2
2006,Alem. Aachen,VfL Wolfsburg,D,2,2
2006,VfL Wolfsburg,Werder Bremen,A,0,2
2006,E. Frankfurt,Hertha BSC,A,1,2
2006,B. Leverkusen,Bor. Dortmund,H,2,1
2006,Hannover 96,1.FC Nuremberg,A,0,3
2006,Bayern Munich,1.FSV Mainz 05,H,5,2
2006,FC Schalke 04,Arm. Bielefeld,H,2,1
2006,Bor. M'gladbach,VfL Bochum,A,0,2
2006,Hamburger SV,Alem. Aachen,H,4,0
2006,VfB Stuttgart,Energie Cottbus,H,2,1
2005,Bayern Munich,Bor. M'gladbach,H,3,0
2005,MSV Duisburg,VfB Stuttgart,D,1,1
2005,Hamburger SV,1.FC Nuremberg,H,3,0
2005,VfL Wolfsburg,Bor. Dortmund,D,2,2
2005,Werder Bremen,Arm. Bielefeld,H,5,2
2005,1.FC Köln,1.FSV Mainz 05,H,1,0
2005,Hannover 96,Hertha BSC,D,2,2
2005,FC Schalke 04,1.FC K'lautern,H,2,1
2005,E. Frankfurt,B. Leverkusen,A,1,4
2005,B. Leverkusen,Bayern Munich,A,2,5
2005,Bor. M'gladbach,VfL Wolfsburg,D,1,1
2005,Bor. Dortmund,FC Schalke 04,A,1,2
2005,Hertha BSC,E. Frankfurt,H,2,0
2005,1.FC K'lautern,MSV Duisburg,H,5,3
2005,1.FC Nuremberg,Hannover 96,D,1,1
2005,Arm. Bielefeld,Hamburger SV,A,0,2
2005,VfB Stuttgart,1.FC Köln,A,2,3
2005,1.FSV Mainz 05,Werder Bremen,A,0,2
2005,1.FC Köln,1.FC K'lautern,A,2,3
2005,FC Schalke 04,Bor. M'gladbach,D,1,1
2005,Hamburger SV,Hannover 96,D,1,1
2005,VfL Wolfsburg,B. Leverkusen,H,2,1
2005,Werder Bremen,VfB Stuttgart,D,1,1
2005,Bayern Munich,Hertha BSC,H,3,0
2005,E. Frankfurt,1.FC Nuremberg,H,1,0
2005,MSV Duisburg,Bor. Dortmund,D,1,1
2005,Arm. Bielefeld,1.FSV Mainz 05,H,2,0
2005,B. Leverkusen,FC Schalke 04,D,1,1
2005,Bor. M'gladbach,MSV Duisburg,H,2,1
2005,1.FC K'lautern,Werder Bremen,A,1,5
2005,1.FC Nuremberg,Bayern Munich,A,1,2
2005,VfB Stuttgart,Arm. Bielefeld,D,1,1
2005,1.FSV Mainz 05,Hamburger SV,A,1,3
2005,Hannover 96,E. Frankfurt,H,2,0
2005,Bor. Dortmund,1.FC Köln,H,2,1
2005,Hertha BSC,VfL Wolfsburg,H,3,0
2005,1.FC Köln,Bor. M'gladbach,H,2,1
2005,Hamburger SV,E. Frankfurt,D,1,1
2005,VfL Wolfsburg,1.FC Nuremberg,D,1,1
2005,Werder Bremen,Bor. Dortmund,H,3,2
2005,Bayern Munich,Hannover 96,H,1,0
2005,1.FSV Mainz 05,VfB Stuttgart,A,1,2
2005,Arm. Bielefeld,1.FC K'lautern,D,0,0
2005,MSV Duisburg,B. Leverkusen,A,1,3
2005,FC Schalke 04,Hertha BSC,D,0,0
2005,Bor. M'gladbach,Werder Bremen,H,2,1
2005,Bor. Dortmund,Arm. Bielefeld,H,2,0
2005,E. Frankfurt,Bayern Munich,A,0,1
2005,Hannover 96,VfL Wolfsburg,A,2,4
2005,B. Leverkusen,1.FC Köln,H,2,1
2005,Hertha BSC,MSV Duisburg,H,3,2
2005,1.FC K'lautern,1.FSV Mainz 05,A,0,2
2005,1.FC Nuremberg,FC Schalke 04,D,1,1
2005,VfB Stuttgart,Hamburger SV,A,1,2
2005,MSV Duisburg,1.FC Nuremberg,H,1,0
2005,FC Schalke 04,Hannover 96,H,2,0
2005,Hamburger SV,Bayern Munich,H,2,0
2005,VfL Wolfsburg,E. Frankfurt,H,1,0
2005,Werder Bremen,B. Leverkusen,H,2,1
2005,1.FSV Mainz 05,Bor. Dortmund,D,1,1
2005,Arm. Bielefeld,Bor. M'gladbach,A,0,2
2005,1.FC Köln,Hertha BSC,A,0,1
2005,VfB Stuttgart,1.FC K'lautern,H,1,0
2005,B. Leverkusen,Arm. Bielefeld,D,1,1
2005,Bor. M'gladbach,1.FSV Mainz 05,H,1,0
2005,Bayern Munich,VfL Wolfsburg,H,2,0
2005,E. Frankfurt,FC Schalke 04,A,0,1
2005,Hannover 96,MSV Duisburg,D,1,1
2005,Hertha BSC,Werder Bremen,A,1,2
2005,1.FC Nuremberg,1.FC Köln,H,2,1
2005,Bor. Dortmund,VfB Stuttgart,D,0,0
2005,1.FC K'lautern,Hamburger SV,A,0,3
2005,FC Schalke 04,Bayern Munich,D,1,1
2005,Hamburger SV,VfL Wolfsburg,A,0,1
2005,1.FC K'lautern,Bor. Dortmund,D,3,3
2005,Werder Bremen,1.FC Nuremberg,H,6,2
2005,VfB Stuttgart,Bor. M'gladbach,D,1,1
2005,1.FSV Mainz 05,B. Leverkusen,H,3,1
2005,Arm. Bielefeld,Hertha BSC,H,3,0
2005,1.FC Köln,Hannover 96,A,1,4
2005,MSV Duisburg,E. Frankfurt,A,0,1
2005,Bor. M'gladbach,1.FC K'lautern,H,4,1
2005,Hertha BSC,1.FSV Mainz 05,H,3,1
2005,VfL Wolfsburg,FC Schalke 04,D,0,0
2005,1.FC Nuremberg,Arm. Bielefeld,A,2,3
2005,Bayern Munich,MSV Duisburg,H,4,0
2005,E. Frankfurt,1.FC Köln,H,6,3
2005,Hannover 96,Werder Bremen,D,0,0
2005,B. Leverkusen,VfB Stuttgart,D,1,1
2005,Bor. Dortmund,Hamburger SV,D,1,1
2005,1.FC Köln,Bayern Munich,A,1,2
2005,MSV Duisburg,VfL Wolfsburg,H,1,0
2005,Bor. Dortmund,Bor. M'gladbach,H,2,1
2005,Hamburger SV,FC Schalke 04,H,1,0
2005,1.FC K'lautern,B. Leverkusen,D,2,2
2005,Werder Bremen,E. Frankfurt,H,4,1
2005,VfB Stuttgart,Hertha BSC,D,3,3
2005,1.FSV Mainz 05,1.FC Nuremberg,H,4,1
2005,Arm. Bielefeld,Hannover 96,H,4,1
2005,B. Leverkusen,Bor. Dortmund,H,2,1
2005,FC Schalke 04,MSV Duisburg,H,3,0
2005,VfL Wolfsburg,1.FC Köln,D,1,1
2005,Bayern Munich,Werder Bremen,H,3,1
2005,E. Frankfurt,Arm. Bielefeld,H,3,0
2005,Hannover 96,1.FSV Mainz 05,D,2,2
2005,Hertha BSC,1.FC K'lautern,H,3,0
2005,Bor. M'gladbach,Hamburger SV,D,0,0
2005,1.FC Nuremberg,VfB Stuttgart,A,0,1
2005,1.FC Köln,FC Schalke 04,D,2,2
2005,Bor. M'gladbach,B. Leverkusen,D,1,1
2005,Bor. Dortmund,Hertha BSC,H,2,0
2005,1.FC K'lautern,1.FC Nuremberg,A,1,3
2005,Werder Bremen,VfL Wolfsburg,H,6,1
2005,1.FSV Mainz 05,E. Frankfurt,D,2,2
2005,Arm. Bielefeld,Bayern Munich,A,1,2
2005,Hamburger SV,MSV Duisburg,H,2,0
2005,VfB Stuttgart,Hannover 96,D,2,2
2005,B. Leverkusen,Hamburger SV,A,0,1
2005,FC Schalke 04,Werder Bremen,H,2,1
2005,VfL Wolfsburg,Arm. Bielefeld,D,0,0
2005,Bayern Munich,1.FSV Mainz 05,H,2,1
2005,Hannover 96,1.FC K'lautern,H,5,1
2005,1.FC Nuremberg,Bor. Dortmund,A,1,2
2005,E. Frankfurt,VfB Stuttgart,D,1,1
2005,Hertha BSC,Bor. M'gladbach,D,2,2
2005,MSV Duisburg,1.FC Köln,D,1,1
2005,Bor. M'gladbach,1.FC Nuremberg,A,0,1
2005,Bor. Dortmund,Hannover 96,A,0,2
2005,VfB Stuttgart,Bayern Munich,D,0,0
2005,Arm. Bielefeld,FC Schalke 04,A,0,1
2005,Hamburger SV,1.FC Köln,H,3,1
2005,Werder Bremen,MSV Duisburg,H,2,0
2005,B. Leverkusen,Hertha BSC,A,1,2
2005,1.FSV Mainz 05,VfL Wolfsburg,H,5,1
2005,1.FC K'lautern,E. Frankfurt,A,1,2
2005,MSV Duisburg,Arm. Bielefeld,D,1,1
2005,FC Schalke 04,1.FSV Mainz 05,H,1,0
2005,Hamburger SV,Hertha BSC,H,2,1
2005,VfL Wolfsburg,VfB Stuttgart,A,0,1
2005,1.FC Nuremberg,B. Leverkusen,D,1,1
2005,E. Frankfurt,Bor. Dortmund,H,2,0
2005,Hannover 96,Bor. M'gladbach,D,1,1
2005,1.FC Köln,Werder Bremen,A,1,4
2005,Bayern Munich,1.FC K'lautern,H,2,1
2005,B. Leverkusen,Hannover 96,D,0,0
2005,Bor. M'gladbach,E. Frankfurt,H,4,3
2005,Bor. Dortmund,Bayern Munich,A,1,2
2005,1.FC K'lautern,VfL Wolfsburg,H,3,2
2005,VfB Stuttgart,FC Schalke 04,H,2,0
2005,1.FSV Mainz 05,MSV Duisburg,D,1,1
2005,Arm. Bielefeld,1.FC Köln,H,3,2
2005,Hertha BSC,1.FC Nuremberg,D,1,1
2005,Werder Bremen,Hamburger SV,D,1,1
2005,Bor. M'gladbach,Bayern Munich,A,1,3
2005,1.FSV Mainz 05,1.FC Köln,H,4,2
2005,VfB Stuttgart,MSV Duisburg,A,0,1
2005,1.FC Nuremberg,Hamburger SV,H,2,1
2005,Bor. Dortmund,VfL Wolfsburg,H,3,2
2005,B. Leverkusen,E. Frankfurt,H,2,1
2005,Hertha BSC,Hannover 96,D,1,1
2005,1.FC K'lautern,FC Schalke 04,A,0,2
2005,Arm. Bielefeld,Werder Bremen,A,0,1
2005,Bayern Munich,B. Leverkusen,H,1,0
2005,FC Schalke 04,Bor. Dortmund,D,0,0
2005,E. Frankfurt,Hertha BSC,D,1,1
2005,MSV Duisburg,1.FC K'lautern,D,2,2
2005,1.FC Köln,VfB Stuttgart,D,0,0
2005,Werder Bremen,1.FSV Mainz 05,H,4,2
2005,Hamburger SV,Arm. Bielefeld,H,2,1
2005,VfL Wolfsburg,Bor. M'gladbach,H,2,0
2005,Hannover 96,1.FC Nuremberg,D,1,1
2005,1.FC K'lautern,1.FC Köln,D,2,2
2005,Bor. Dortmund,MSV Duisburg,H,2,0
2005,Hertha BSC,Bayern Munich,D,0,0
2005,1.FSV Mainz 05,Arm. Bielefeld,D,1,1
2005,Bor. M'gladbach,FC Schalke 04,D,0,0
2005,Hannover 96,Hamburger SV,H,2,1
2005,B. Leverkusen,VfL Wolfsburg,H,4,0
2005,VfB Stuttgart,Werder Bremen,D,0,0
2005,1.FC Nuremberg,E. Frankfurt,A,0,1
2005,FC Schalke 04,B. Leverkusen,H,7,4
2005,MSV Duisburg,Bor. M'gladbach,D,1,1
2005,Werder Bremen,1.FC K'lautern,A,0,2
2005,Arm. Bielefeld,VfB Stuttgart,H,2,1
2005,Hamburger SV,1.FSV Mainz 05,H,1,0
2005,E. Frankfurt,Hannover 96,A,0,1
2005,VfL Wolfsburg,Hertha BSC,D,1,1
2005,1.FC Köln,Bor. Dortmund,D,0,0
2005,Bayern Munich,1.FC Nuremberg,H,2,1
2005,Bor. M'gladbach,1.FC Köln,H,2,0
2005,B. Leverkusen,MSV Duisburg,H,3,2
2005,Hertha BSC,FC Schalke 04,A,1,2
2005,1.FC Nuremberg,VfL Wolfsburg,H,1,0
2005,Bor. Dortmund,Werder Bremen,A,0,1
2005,Hannover 96,Bayern Munich,D,1,1
2005,1.FC K'lautern,Arm. Bielefeld,H,2,0
2005,E. Frankfurt,Hamburger SV,A,1,2
2005,VfB Stuttgart,1.FSV Mainz 05,H,2,1
2005,1.FC Köln,B. Leverkusen,A,0,3
2005,Werder Bremen,Bor. M'gladbach,H,2,0
2005,Arm. Bielefeld,Bor. Dortmund,H,1,0
2005,1.FSV Mainz 05,1.FC K'lautern,A,0,2
2005,Bayern Munich,E. Frankfurt,H,5,2
2005,VfL Wolfsburg,Hannover 96,H,2,1
2005,FC Schalke 04,1.FC Nuremberg,H,2,0
2005,Hamburger SV,VfB Stuttgart,A,0,2
2005,MSV Duisburg,Hertha BSC,H,2,1
2005,Hertha BSC,1.FC Köln,A,2,4
2005,1.FC Nuremberg,MSV Duisburg,H,3,0
2005,Hannover 96,FC Schalke 04,A,1,2
2005,Bor. Dortmund,1.FSV Mainz 05,D,1,1
2005,Bayern Munich,Hamburger SV,A,1,2
2005,B. Leverkusen,Werder Bremen,D,1,1
2005,E. Frankfurt,VfL Wolfsburg,D,1,1
2005,Bor. M'gladbach,Arm. Bielefeld,H,2,0
2005,1.FC K'lautern,VfB Stuttgart,D,1,1
2005,Arm. Bielefeld,B. Leverkusen,H,1,0
2005,1.FSV Mainz 05,Bor. M'gladbach,H,3,0
2005,VfB Stuttgart,Bor. Dortmund,D,0,0
2005,Werder Bremen,Hertha BSC,A,0,3
2005,1.FC Köln,1.FC Nuremberg,A,3,4
2005,VfL Wolfsburg,Bayern Munich,D,0,0
2005,MSV Duisburg,Hannover 96,D,0,0
2005,Hamburger SV,1.FC K'lautern,H,3,0
2005,FC Schalke 04,E. Frankfurt,H,2,0
2005,Hannover 96,1.FC Köln,H,1,0
2005,E. Frankfurt,MSV Duisburg,H,5,2
2005,VfL Wolfsburg,Hamburger SV,A,0,1
2005,Bor. Dortmund,1.FC K'lautern,H,2,1
2005,1.FC Nuremberg,Werder Bremen,H,3,1
2005,Bor. M'gladbach,VfB Stuttgart,D,1,1
2005,B. Leverkusen,1.FSV Mainz 05,A,1,2
2005,Bayern Munich,FC Schalke 04,H,3,0
2005,Hertha BSC,Arm. Bielefeld,H,1,0
2005,VfB Stuttgart,B. Leverkusen,A,0,2
2005,Hamburger SV,Bor. Dortmund,A,2,4
2005,1.FSV Mainz 05,Hertha BSC,D,2,2
2005,FC Schalke 04,VfL Wolfsburg,D,2,2
2005,MSV Duisburg,Bayern Munich,A,1,3
2005,1.FC Köln,E. Frankfurt,D,1,1
2005,Werder Bremen,Hannover 96,H,5,0
2005,1.FC K'lautern,Bor. M'gladbach,H,3,0
2005,Arm. Bielefeld,1.FC Nuremberg,D,0,0
2005,Bayern Munich,1.FC Köln,D,2,2
2005,VfL Wolfsburg,MSV Duisburg,D,1,1
2005,Bor. M'gladbach,Bor. Dortmund,H,2,1
2005,B. Leverkusen,1.FC K'lautern,H,5,1
2005,E. Frankfurt,Werder Bremen,A,0,1
2005,Hertha BSC,VfB Stuttgart,H,2,0
2005,1.FC Nuremberg,1.FSV Mainz 05,H,3,0
2005,FC Schalke 04,Hamburger SV,A,0,2
2005,Hannover 96,Arm. Bielefeld,A,0,1
2005,Bor. Dortmund,B. Leverkusen,A,1,2
2005,1.FC K'lautern,Hertha BSC,A,0,2
2005,1.FC Köln,VfL Wolfsburg,H,3,0
2005,VfB Stuttgart,1.FC Nuremberg,H,1,0
2005,Werder Bremen,Bayern Munich,H,3,0
2005,Arm. Bielefeld,E. Frankfurt,H,1,0
2005,1.FSV Mainz 05,Hannover 96,D,0,0
2005,Hamburger SV,Bor. M'gladbach,H,2,0
2005,MSV Duisburg,FC Schalke 04,D,1,1
2005,FC Schalke 04,1.FC Köln,D,1,1
2005,B. Leverkusen,Bor. M'gladbach,H,2,1
2005,Hertha BSC,Bor. Dortmund,D,0,0
2005,E. Frankfurt,1.FSV Mainz 05,D,0,0
2005,Bayern Munich,Arm. Bielefeld,H,2,0
2005,MSV Duisburg,Hamburger SV,A,0,2
2005,VfL Wolfsburg,Werder Bremen,D,1,1
2005,1.FC Nuremberg,1.FC K'lautern,H,3,2
2005,Hannover 96,VfB Stuttgart,D,3,3
2005,Hamburger SV,B. Leverkusen,A,0,2
2005,1.FC Köln,MSV Duisburg,H,3,1
2005,Bor. M'gladbach,Hertha BSC,D,2,2
2005,Arm. Bielefeld,VfL Wolfsburg,A,0,1
2005,Bor. Dortmund,1.FC Nuremberg,H,2,1
2005,VfB Stuttgart,E. Frankfurt,A,0,2
2005,1.FC K'lautern,Hannover 96,H,1,0
2005,Werder Bremen,FC Schalke 04,D,0,0
2005,1.FSV Mainz 05,Bayern Munich,D,2,2
2005,Hertha BSC,B. Leverkusen,A,1,5
2005,1.FC Nuremberg,Bor. M'gladbach,H,5,2
2005,Hannover 96,Bor. Dortmund,A,1,2
2005,1.FC Köln,Hamburger SV,A,0,1
2005,E. Frankfurt,1.FC K'lautern,D,2,2
2005,Bayern Munich,VfB Stuttgart,H,3,1
2005,VfL Wolfsburg,1.FSV Mainz 05,A,0,3
