Season,HomeTeam,AwayTeam,FullTimeResult,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals
2023,Darmstadt 98,FC Augsburg,A,0,6
2023,VfL Wolfsburg,VfB Stuttgart,A,2,3
2023,1.FC Köln,B. Leverkusen,A,0,2
2023,TSG Hoffenheim,Werder Bremen,H,2,1
2023,VfB Stuttgart,Union Berlin,H,2,0
2023,Bayern Munich,1.FSV Mainz 05,H,8,1
2023,Bor. M'gladbach,1.FC Köln,D,3,3
2023,FC Augsburg,Heidenheim,H,1,0
2023,RB Leipzig,Darmstadt 98,H,2,0
2023,Werder Bremen,Bor. Dortmund,A,1,2
2023,VfL Bochum,SC Freiburg,A,1,2
2023,E. Frankfurt,TSG Hoffenheim,H,3,1
2023,B. Leverkusen,VfL Wolfsburg,H,2,0
2023,1.FC Köln,RB Leipzig,A,1,5
2023,Darmstadt 98,Bayern Munich,A,2,5
2023,Heidenheim,Bor. M'gladbach,D,1,1
2023,Union Berlin,Werder Bremen,H,2,1
2023,1.FSV Mainz 05,VfL Bochum,H,2,0
2023,VfL Wolfsburg,FC Augsburg,A,1,3
2023,TSG Hoffenheim,VfB Stuttgart,A,0,3
2023,SC Freiburg,B. Leverkusen,A,2,3
2023,Bor. Dortmund,E. Frankfurt,H,3,1
2023,E. Frankfurt,Union Berlin,D,0,0
2023,Bor. M'gladbach,SC Freiburg,A,0,3
2023,Werder Bremen,VfL Wolfsburg,A,0,2
2023,RB Leipzig,1.FSV Mainz 05,D,0,0
2023,B. Leverkusen,TSG Hoffenheim,H,2,1
2023,Bayern Munich,Bor. Dortmund,A,0,2
2023,FC Augsburg,1.FC Köln,D,1,1
2023,VfB Stuttgart,Heidenheim,D,3,3
2023,VfL Bochum,Darmstadt 98,D,2,2
2023,E. Frankfurt,Werder Bremen,D,1,1
2023,Heidenheim,Bayern Munich,H,3,2
2023,SC Freiburg,RB Leipzig,A,1,4
2023,Union Berlin,B. Leverkusen,A,0,1
2023,1.FC Köln,VfL Bochum,H,2,1
2023,1.FSV Mainz 05,Darmstadt 98,H,4,0
2023,Bor. Dortmund,VfB Stuttgart,A,0,1
2023,TSG Hoffenheim,FC Augsburg,H,3,1
2023,VfL Wolfsburg,Bor. M'gladbach,A,1,3
2023,FC Augsburg,Union Berlin,H,2,0
2023,Bor. M'gladbach,Bor. Dortmund,A,1,2
2023,RB Leipzig,VfL Wolfsburg,H,3,0
2023,Bayern Munich,1.FC Köln,H,2,0
2023,1.FSV Mainz 05,TSG Hoffenheim,H,4,1
2023,VfL Bochum,Heidenheim,D,1,1
2023,VfB Stuttgart,E. Frankfurt,H,3,0
2023,Darmstadt 98,SC Freiburg,A,0,1
2023,B. Leverkusen,Werder Bremen,H,5,0
2023,E. Frankfurt,FC Augsburg,H,3,1
2023,Heidenheim,RB Leipzig,A,1,2
2023,TSG Hoffenheim,Bor. M'gladbach,H,4,3
2023,VfL Wolfsburg,VfL Bochum,H,1,0
2023,1.FC Köln,Darmstadt 98,A,0,2
2023,Union Berlin,Bayern Munich,A,1,5
2023,Werder Bremen,VfB Stuttgart,H,2,1
2023,Bor. Dortmund,B. Leverkusen,D,1,1
2023,SC Freiburg,1.FSV Mainz 05,D,1,1
2023,VfL Bochum,TSG Hoffenheim,H,3,2
2023,RB Leipzig,Bor. Dortmund,H,4,1
2023,Bayern Munich,E. Frankfurt,H,2,1
2023,SC Freiburg,VfL Wolfsburg,A,1,2
2023,FC Augsburg,Werder Bremen,A,0,3
2023,B. Leverkusen,VfB Stuttgart,D,2,2
2023,Bor. M'gladbach,Union Berlin,D,0,0
2023,1.FSV Mainz 05,1.FC Köln,D,1,1
2023,Darmstadt 98,Heidenheim,A,0,1
2023,TSG Hoffenheim,RB Leipzig,D,1,1
2023,VfB Stuttgart,Bayern Munich,H,3,1
2023,Werder Bremen,Bor. M'gladbach,D,2,2
2023,Bor. Dortmund,FC Augsburg,H,5,1
2023,VfL Wolfsburg,Darmstadt 98,H,3,0
2023,1.FC Köln,SC Freiburg,D,0,0
2023,Union Berlin,VfL Bochum,A,3,4
2023,E. Frankfurt,B. Leverkusen,A,1,5
2023,Heidenheim,1.FSV Mainz 05,D,1,1
2023,FC Augsburg,VfB Stuttgart,A,0,1
2023,1.FC Köln,Union Berlin,H,3,2
2023,Bor. M'gladbach,E. Frankfurt,D,1,1
2023,RB Leipzig,Werder Bremen,D,1,1
2023,SC Freiburg,Heidenheim,D,1,1
2023,1.FSV Mainz 05,Bor. Dortmund,H,3,0
2023,Darmstadt 98,TSG Hoffenheim,A,0,6
2023,Bayern Munich,VfL Wolfsburg,H,2,0
2023,VfL Bochum,B. Leverkusen,A,0,5
2023,TSG Hoffenheim,Bayern Munich,H,4,2
2023,E. Frankfurt,RB Leipzig,D,2,2
2023,Union Berlin,SC Freiburg,H,2,1
2023,VfL Wolfsburg,1.FSV Mainz 05,A,1,3
2023,VfB Stuttgart,Bor. M'gladbach,H,4,0
2023,Heidenheim,1.FC Köln,H,4,1
2023,Werder Bremen,VfL Bochum,H,4,1
2023,B. Leverkusen,FC Augsburg,H,2,1
2023,Bor. Dortmund,Darmstadt 98,H,4,0
2022,E. Frankfurt,Bayern Munich,A,1,6
2022,Union Berlin,Hertha BSC,H,3,1
2022,Bor. M'gladbach,TSG Hoffenheim,H,3,1
2022,VfL Wolfsburg,Werder Bremen,D,2,2
2022,VfL Bochum,1.FSV Mainz 05,A,1,2
2022,FC Augsburg,SC Freiburg,A,0,4
2022,Bor. Dortmund,B. Leverkusen,H,1,0
2022,VfB Stuttgart,RB Leipzig,D,1,1
2022,1.FC Köln,FC Schalke 04,H,3,1
2022,SC Freiburg,Bor. Dortmund,A,1,3
2022,B. Leverkusen,FC Augsburg,A,1,2
2022,RB Leipzig,1.FC Köln,D,2,2
2022,TSG Hoffenheim,VfL Bochum,H,3,2
2022,Hertha BSC,E. Frankfurt,D,1,1
2022,Werder Bremen,VfB Stuttgart,D,2,2
2022,FC Schalke 04,Bor. M'gladbach,D,2,2
2022,1.FSV Mainz 05,Union Berlin,D,0,0
2022,Bayern Munich,VfL Wolfsburg,H,2,0
2022,Bor. M'gladbach,Hertha BSC,H,1,0
2022,Bor. Dortmund,Werder Bremen,A,2,3
2022,B. Leverkusen,TSG Hoffenheim,A,0,3
2022,VfL Wolfsburg,FC Schalke 04,D,0,0
2022,FC Augsburg,1.FSV Mainz 05,A,1,2
2022,VfB Stuttgart,SC Freiburg,A,0,1
2022,Union Berlin,RB Leipzig,H,2,1
2022,E. Frankfurt,1.FC Köln,D,1,1
2022,VfL Bochum,Bayern Munich,A,0,7
2022,SC Freiburg,VfL Bochum,H,1,0
2022,RB Leipzig,VfL Wolfsburg,H,2,0
2022,1.FSV Mainz 05,B. Leverkusen,A,0,3
2022,TSG Hoffenheim,FC Augsburg,H,1,0
2022,Hertha BSC,Bor. Dortmund,A,0,1
2022,FC Schalke 04,Union Berlin,A,1,6
2022,Bayern Munich,Bor. M'gladbach,D,1,1
2022,1.FC Köln,VfB Stuttgart,D,0,0
2022,Werder Bremen,E. Frankfurt,A,3,4
2022,Bor. Dortmund,TSG Hoffenheim,H,1,0
2022,B. Leverkusen,SC Freiburg,A,2,3
2022,Union Berlin,Bayern Munich,D,1,1
2022,VfL Wolfsburg,1.FC Köln,A,2,4
2022,VfL Bochum,Werder Bremen,A,0,2
2022,VfB Stuttgart,FC Schalke 04,D,1,1
2022,E. Frankfurt,RB Leipzig,H,4,0
2022,FC Augsburg,Hertha BSC,A,0,2
2022,Bor. M'gladbach,1.FSV Mainz 05,A,0,1
2022,Werder Bremen,FC Augsburg,A,0,1
2022,Bayern Munich,VfB Stuttgart,D,2,2
2022,RB Leipzig,Bor. Dortmund,H,3,0
2022,TSG Hoffenheim,1.FSV Mainz 05,H,4,1
2022,E. Frankfurt,VfL Wolfsburg,A,0,1
2022,Hertha BSC,B. Leverkusen,D,2,2
2022,FC Schalke 04,VfL Bochum,H,3,1
2022,1.FC Köln,Union Berlin,A,0,1
2022,SC Freiburg,Bor. M'gladbach,D,0,0
2022,1.FSV Mainz 05,Hertha BSC,D,1,1
2022,Bor. Dortmund,FC Schalke 04,H,1,0
2022,B. Leverkusen,Werder Bremen,D,1,1
2022,FC Augsburg,Bayern Munich,H,1,0
2022,VfB Stuttgart,E. Frankfurt,A,1,3
2022,Bor. M'gladbach,RB Leipzig,H,3,0
2022,Union Berlin,VfL Wolfsburg,H,2,0
2022,VfL Bochum,1.FC Köln,D,1,1
2022,TSG Hoffenheim,SC Freiburg,D,0,0
2022,Bayern Munich,B. Leverkusen,H,4,0
2022,RB Leipzig,VfL Bochum,H,4,0
2022,SC Freiburg,1.FSV Mainz 05,H,2,1
2022,1.FC Köln,Bor. Dortmund,H,3,2
2022,E. Frankfurt,Union Berlin,H,2,0
2022,VfL Wolfsburg,VfB Stuttgart,H,3,2
2022,Werder Bremen,Bor. M'gladbach,H,5,1
2022,Hertha BSC,TSG Hoffenheim,D,1,1
2022,FC Schalke 04,FC Augsburg,A,2,3
2022,TSG Hoffenheim,Werder Bremen,A,1,2
2022,B. Leverkusen,FC Schalke 04,H,4,0
2022,1.FSV Mainz 05,RB Leipzig,D,1,1
2022,VfL Bochum,E. Frankfurt,H,3,0
2022,FC Augsburg,VfL Wolfsburg,D,1,1
2022,Bor. Dortmund,Bayern Munich,D,2,2
2022,Bor. M'gladbach,1.FC Köln,H,5,2
2022,Hertha BSC,SC Freiburg,D,2,2
2022,VfB Stuttgart,Union Berlin,A,0,1
2022,FC Schalke 04,TSG Hoffenheim,A,0,3
2022,E. Frankfurt,B. Leverkusen,H,5,1
2022,VfL Wolfsburg,Bor. M'gladbach,D,2,2
2022,VfB Stuttgart,VfL Bochum,H,4,1
2022,Werder Bremen,1.FSV Mainz 05,A,0,2
2022,RB Leipzig,Hertha BSC,H,3,2
2022,1.FC Köln,FC Augsburg,H,3,2
2022,Union Berlin,Bor. Dortmund,H,2,0
2022,Bayern Munich,SC Freiburg,H,5,0
2022,1.FSV Mainz 05,1.FC Köln,H,5,0
2022,Bor. Dortmund,VfB Stuttgart,H,5,0
2022,B. Leverkusen,VfL Wolfsburg,D,2,2
2022,SC Freiburg,Werder Bremen,H,2,0
2022,TSG Hoffenheim,Bayern Munich,A,0,2
2022,FC Augsburg,RB Leipzig,D,3,3
2022,Bor. M'gladbach,E. Frankfurt,A,1,3
2022,VfL Bochum,Union Berlin,H,2,1
2022,Hertha BSC,FC Schalke 04,H,2,1
2022,Werder Bremen,Hertha BSC,H,1,0
2022,Bayern Munich,1.FSV Mainz 05,H,6,2
2022,RB Leipzig,B. Leverkusen,H,2,0
2022,VfL Wolfsburg,VfL Bochum,H,4,0
2022,VfB Stuttgart,FC Augsburg,H,2,1
2022,E. Frankfurt,Bor. Dortmund,A,1,2
2022,Union Berlin,Bor. M'gladbach,H,2,1
2022,FC Schalke 04,SC Freiburg,A,0,2
2022,1.FC Köln,TSG Hoffenheim,D,1,1
2022,Bor. M'gladbach,VfB Stuttgart,H,3,1
2022,Bor. Dortmund,VfL Bochum,H,3,0
2022,1.FSV Mainz 05,VfL Wolfsburg,A,0,3
2022,TSG Hoffenheim,RB Leipzig,A,1,3
2022,FC Augsburg,E. Frankfurt,A,1,2
2022,Hertha BSC,Bayern Munich,A,2,3
2022,Werder Bremen,FC Schalke 04,H,2,1
2022,B. Leverkusen,Union Berlin,H,5,0
2022,SC Freiburg,1.FC Köln,H,2,0
2022,VfL Wolfsburg,Bor. Dortmund,H,2,0
2022,Bayern Munich,Werder Bremen,H,6,1
2022,VfL Bochum,Bor. M'gladbach,H,2,1
2022,VfB Stuttgart,Hertha BSC,H,2,1
2022,1.FC Köln,B. Leverkusen,A,1,2
2022,RB Leipzig,SC Freiburg,H,3,1
2022,Union Berlin,FC Augsburg,D,2,2
2022,E. Frankfurt,TSG Hoffenheim,H,4,2
2022,FC Schalke 04,1.FSV Mainz 05,H,1,0
2022,Bor. M'gladbach,Bor. Dortmund,H,4,2
2022,B. Leverkusen,VfB Stuttgart,H,2,0
2022,TSG Hoffenheim,VfL Wolfsburg,A,1,2
2022,FC Augsburg,VfL Bochum,A,0,1
2022,Hertha BSC,1.FC Köln,H,2,0
2022,Werder Bremen,RB Leipzig,A,1,2
2022,FC Schalke 04,Bayern Munich,A,0,2
2022,1.FSV Mainz 05,E. Frankfurt,D,1,1
2022,SC Freiburg,Union Berlin,H,4,1
2022,RB Leipzig,Bayern Munich,D,1,1
2022,Union Berlin,TSG Hoffenheim,H,3,1
2022,E. Frankfurt,FC Schalke 04,H,3,0
2022,VfL Wolfsburg,SC Freiburg,H,6,0
2022,VfL Bochum,Hertha BSC,H,3,1
2022,VfB Stuttgart,1.FSV Mainz 05,D,1,1
2022,1.FC Köln,Werder Bremen,H,7,1
2022,Bor. Dortmund,FC Augsburg,H,4,3
2022,Bor. M'gladbach,B. Leverkusen,A,2,3
2022,FC Schalke 04,RB Leipzig,A,1,6
2022,Bayern Munich,1.FC Köln,D,1,1
2022,TSG Hoffenheim,VfB Stuttgart,D,2,2
2022,Hertha BSC,VfL Wolfsburg,A,0,5
2022,1.FSV Mainz 05,Bor. Dortmund,A,1,2
2022,B. Leverkusen,VfL Bochum,H,2,0
2022,SC Freiburg,E. Frankfurt,D,1,1
2022,FC Augsburg,Bor. M'gladbach,H,1,0
2022,Werder Bremen,Union Berlin,A,1,2
2022,RB Leipzig,VfB Stuttgart,H,2,1
2022,SC Freiburg,FC Augsburg,H,3,1
2022,1.FSV Mainz 05,VfL Bochum,H,5,2
2022,TSG Hoffenheim,Bor. M'gladbach,A,1,4
2022,Hertha BSC,Union Berlin,A,0,2
2022,Werder Bremen,VfL Wolfsburg,H,2,1
2022,Bayern Munich,E. Frankfurt,D,1,1
2022,FC Schalke 04,1.FC Köln,D,0,0
2022,B. Leverkusen,Bor. Dortmund,A,0,2
2022,FC Augsburg,B. Leverkusen,H,1,0
2022,Bor. Dortmund,SC Freiburg,H,5,1
2022,Union Berlin,1.FSV Mainz 05,H,2,1
2022,1.FC Köln,RB Leipzig,D,0,0
2022,E. Frankfurt,Hertha BSC,H,3,0
2022,VfL Bochum,TSG Hoffenheim,H,5,2
2022,Bor. M'gladbach,FC Schalke 04,D,0,0
2022,VfB Stuttgart,Werder Bremen,A,0,2
2022,VfL Wolfsburg,Bayern Munich,A,2,4
2022,FC Schalke 04,VfL Wolfsburg,D,0,0
2022,Bayern Munich,VfL Bochum,H,3,0
2022,SC Freiburg,VfB Stuttgart,H,2,1
2022,1.FSV Mainz 05,FC Augsburg,H,3,1
2022,TSG Hoffenheim,B. Leverkusen,A,1,3
2022,Werder Bremen,Bor. Dortmund,A,0,2
2022,RB Leipzig,Union Berlin,A,1,2
2022,Hertha BSC,Bor. M'gladbach,H,4,1
2022,1.FC Köln,E. Frankfurt,H,3,0
2022,FC Augsburg,TSG Hoffenheim,H,1,0
2022,Bor. M'gladbach,Bayern Munich,H,3,2
2022,VfL Wolfsburg,RB Leipzig,A,0,3
2022,VfL Bochum,SC Freiburg,A,0,2
2022,VfB Stuttgart,1.FC Köln,H,3,0
2022,E. Frankfurt,Werder Bremen,H,2,0
2022,Union Berlin,FC Schalke 04,D,0,0
2022,Bor. Dortmund,Hertha BSC,H,4,1
2022,B. Leverkusen,1.FSV Mainz 05,A,2,3
2022,1.FSV Mainz 05,Bor. M'gladbach,H,4,0
2022,RB Leipzig,E. Frankfurt,H,2,1
2022,1.FC Köln,VfL Wolfsburg,A,0,2
2022,TSG Hoffenheim,Bor. Dortmund,A,0,1
2022,Hertha BSC,FC Augsburg,H,2,0
2022,Werder Bremen,VfL Bochum,H,3,0
2022,FC Schalke 04,VfB Stuttgart,H,2,1
2022,SC Freiburg,B. Leverkusen,D,1,1
2022,Bayern Munich,Union Berlin,H,3,0
2022,Bor. Dortmund,RB Leipzig,H,2,1
2022,Union Berlin,1.FC Köln,D,0,0
2022,1.FSV Mainz 05,TSG Hoffenheim,H,1,0
2022,Bor. M'gladbach,SC Freiburg,D,0,0
2022,VfL Bochum,FC Schalke 04,A,0,2
2022,FC Augsburg,Werder Bremen,H,2,1
2022,VfB Stuttgart,Bayern Munich,A,1,2
2022,B. Leverkusen,Hertha BSC,H,4,1
2022,VfL Wolfsburg,E. Frankfurt,D,2,2
2022,1.FC Köln,VfL Bochum,A,0,2
2022,Bayern Munich,FC Augsburg,H,5,3
2022,RB Leipzig,Bor. M'gladbach,H,3,0
2022,E. Frankfurt,VfB Stuttgart,D,1,1
2022,Hertha BSC,1.FSV Mainz 05,D,1,1
2022,FC Schalke 04,Bor. Dortmund,D,2,2
2022,SC Freiburg,TSG Hoffenheim,H,2,1
2022,Werder Bremen,B. Leverkusen,A,2,3
2022,VfL Wolfsburg,Union Berlin,D,1,1
2022,Bor. M'gladbach,Werder Bremen,D,2,2
2022,TSG Hoffenheim,Hertha BSC,H,3,1
2022,VfL Bochum,RB Leipzig,H,1,0
2022,FC Augsburg,FC Schalke 04,D,1,1
2022,VfB Stuttgart,VfL Wolfsburg,A,0,1
2022,Bor. Dortmund,1.FC Köln,H,6,1
2022,Union Berlin,E. Frankfurt,H,2,0
2022,B. Leverkusen,Bayern Munich,H,2,1
2022,1.FSV Mainz 05,SC Freiburg,D,1,1
2022,E. Frankfurt,VfL Bochum,D,1,1
2022,RB Leipzig,1.FSV Mainz 05,A,0,3
2022,Union Berlin,VfB Stuttgart,H,3,0
2022,SC Freiburg,Hertha BSC,D,1,1
2022,VfL Wolfsburg,FC Augsburg,D,2,2
2022,FC Schalke 04,B. Leverkusen,A,0,3
2022,Bayern Munich,Bor. Dortmund,H,4,2
2022,1.FC Köln,Bor. M'gladbach,D,0,0
2022,Werder Bremen,TSG Hoffenheim,A,1,2
2022,Bor. Dortmund,Union Berlin,H,2,1
2022,B. Leverkusen,E. Frankfurt,H,3,1
2022,SC Freiburg,Bayern Munich,A,0,1
2022,1.FSV Mainz 05,Werder Bremen,D,2,2
2022,FC Augsburg,1.FC Köln,A,1,3
2022,Hertha BSC,RB Leipzig,A,0,1
2022,Bor. M'gladbach,VfL Wolfsburg,H,2,0
2022,VfL Bochum,VfB Stuttgart,A,2,3
2022,TSG Hoffenheim,FC Schalke 04,H,2,0
2022,FC Schalke 04,Hertha BSC,H,5,2
2022,Bayern Munich,TSG Hoffenheim,D,1,1
2022,RB Leipzig,FC Augsburg,H,3,2
2022,1.FC Köln,1.FSV Mainz 05,D,1,1
2022,VfB Stuttgart,Bor. Dortmund,D,3,3
2022,E. Frankfurt,Bor. M'gladbach,D,1,1
2022,Werder Bremen,SC Freiburg,A,1,2
2022,Union Berlin,VfL Bochum,D,1,1
2022,VfL Wolfsburg,B. Leverkusen,D,0,0
2022,FC Augsburg,VfB Stuttgart,D,1,1
2022,1.FSV Mainz 05,Bayern Munich,H,3,1
2022,TSG Hoffenheim,1.FC Köln,A,1,3
2022,VfL Bochum,VfL Wolfsburg,A,1,5
2022,Hertha BSC,Werder Bremen,A,2,4
2022,Bor. Dortmund,E. Frankfurt,H,4,0
2022,SC Freiburg,FC Schalke 04,H,4,0
2022,B. Leverkusen,RB Leipzig,H,2,0
2022,Bor. M'gladbach,Union Berlin,A,0,1
2022,VfL Bochum,Bor. Dortmund,D,1,1
2022,RB Leipzig,TSG Hoffenheim,H,1,0
2022,Union Berlin,B. Leverkusen,D,0,0
2022,1.FC Köln,SC Freiburg,A,0,1
2022,E. Frankfurt,FC Augsburg,D,1,1
2022,VfB Stuttgart,Bor. M'gladbach,H,2,1
2022,FC Schalke 04,Werder Bremen,H,2,1
2022,Bayern Munich,Hertha BSC,H,2,0
2022,VfL Wolfsburg,1.FSV Mainz 05,H,3,0
2022,B. Leverkusen,1.FC Köln,A,1,2
2022,1.FSV Mainz 05,FC Schalke 04,A,2,3
2022,SC Freiburg,RB Leipzig,A,0,1
2022,TSG Hoffenheim,E. Frankfurt,H,3,1
2022,Bor. M'gladbach,VfL Bochum,H,2,0
2022,FC Augsburg,Union Berlin,H,1,0
2022,Hertha BSC,VfB Stuttgart,H,2,1
2022,Werder Bremen,Bayern Munich,A,1,2
2022,Bor. Dortmund,VfL Wolfsburg,H,6,0
2022,1.FC Köln,Hertha BSC,H,5,2
2022,Bayern Munich,FC Schalke 04,H,6,0
2022,Union Berlin,SC Freiburg,H,4,2
2022,E. Frankfurt,1.FSV Mainz 05,H,3,0
2022,VfL Wolfsburg,TSG Hoffenheim,H,2,1
2022,VfL Bochum,FC Augsburg,H,3,2
2022,Bor. Dortmund,Bor. M'gladbach,H,5,2
2022,VfB Stuttgart,B. Leverkusen,D,1,1
2022,RB Leipzig,Werder Bremen,H,2,1
2022,SC Freiburg,VfL Wolfsburg,H,2,0
2022,TSG Hoffenheim,Union Berlin,H,4,2
2022,Hertha BSC,VfL Bochum,D,1,1
2022,FC Schalke 04,E. Frankfurt,D,2,2
2022,Werder Bremen,1.FC Köln,D,1,1
2022,Bayern Munich,RB Leipzig,A,1,3
2022,1.FSV Mainz 05,VfB Stuttgart,A,1,4
2022,FC Augsburg,Bor. Dortmund,A,0,3
2022,B. Leverkusen,Bor. M'gladbach,D,2,2
2022,Bor. Dortmund,1.FSV Mainz 05,D,2,2
2022,RB Leipzig,FC Schalke 04,H,4,2
2022,Union Berlin,Werder Bremen,H,1,0
2022,1.FC Köln,Bayern Munich,A,1,2
2022,Bor. M'gladbach,FC Augsburg,H,2,0
2022,E. Frankfurt,SC Freiburg,H,2,1
2022,VfL Wolfsburg,Hertha BSC,A,1,2
2022,VfL Bochum,B. Leverkusen,H,3,0
2022,VfB Stuttgart,TSG Hoffenheim,D,1,1
2021,Bor. M'gladbach,Bayern Munich,D,1,1
2021,VfL Wolfsburg,VfL Bochum,H,1,0
2021,Union Berlin,B. Leverkusen,D,1,1
2021,VfB Stuttgart,Greuther Fürth,H,5,1
2021,FC Augsburg,TSG Hoffenheim,A,0,4
2021,Arm. Bielefeld,SC Freiburg,D,0,0
2021,Bor. Dortmund,E. Frankfurt,H,5,2
2021,1.FSV Mainz 05,RB Leipzig,H,1,0
2021,1.FC Köln,Hertha BSC,H,3,1
2021,RB Leipzig,VfB Stuttgart,H,4,0
2021,E. Frankfurt,FC Augsburg,D,0,0
2021,SC Freiburg,Bor. Dortmund,H,2,1
2021,Hertha BSC,VfL Wolfsburg,A,1,2
2021,VfL Bochum,1.FSV Mainz 05,H,2,0
2021,Greuther Fürth,Arm. Bielefeld,D,1,1
2021,B. Leverkusen,Bor. M'gladbach,H,4,0
2021,TSG Hoffenheim,Union Berlin,D,2,2
2021,Bayern Munich,1.FC Köln,H,3,2
2021,Bor. Dortmund,TSG Hoffenheim,H,3,2
2021,VfB Stuttgart,SC Freiburg,A,2,3
2021,1.FSV Mainz 05,Greuther Fürth,H,3,0
2021,FC Augsburg,B. Leverkusen,A,1,4
2021,Arm. Bielefeld,E. Frankfurt,D,1,1
2021,1.FC Köln,VfL Bochum,H,2,1
2021,Bayern Munich,Hertha BSC,H,5,0
2021,Union Berlin,Bor. M'gladbach,H,2,1
2021,VfL Wolfsburg,RB Leipzig,H,1,0
2021,B. Leverkusen,Bor. Dortmund,A,3,4
2021,Union Berlin,FC Augsburg,D,0,0
2021,SC Freiburg,1.FC Köln,D,1,1
2021,TSG Hoffenheim,1.FSV Mainz 05,A,0,2
2021,Greuther Fürth,VfL Wolfsburg,A,0,2
2021,RB Leipzig,Bayern Munich,A,1,4
2021,E. Frankfurt,VfB Stuttgart,D,1,1
2021,VfL Bochum,Hertha BSC,A,1,3
2021,Bor. M'gladbach,Arm. Bielefeld,H,3,1
2021,Hertha BSC,Greuther Fürth,H,2,1
2021,Bayern Munich,VfL Bochum,H,7,0
2021,1.FSV Mainz 05,SC Freiburg,D,0,0
2021,FC Augsburg,Bor. M'gladbach,H,1,0
2021,Arm. Bielefeld,TSG Hoffenheim,D,0,0
2021,1.FC Köln,RB Leipzig,D,1,1
2021,VfB Stuttgart,B. Leverkusen,A,1,3
2021,Bor. Dortmund,Union Berlin,H,4,2
2021,VfL Wolfsburg,E. Frankfurt,D,1,1
2021,Greuther Fürth,Bayern Munich,A,1,3
2021,RB Leipzig,Hertha BSC,H,6,0
2021,E. Frankfurt,1.FC Köln,D,1,1
2021,B. Leverkusen,1.FSV Mainz 05,H,1,0
2021,Union Berlin,Arm. Bielefeld,H,1,0
2021,TSG Hoffenheim,VfL Wolfsburg,H,3,1
2021,Bor. M'gladbach,Bor. Dortmund,H,1,0
2021,VfL Bochum,VfB Stuttgart,D,0,0
2021,SC Freiburg,FC Augsburg,H,3,0
2021,1.FC Köln,Greuther Fürth,H,3,1
2021,Bor. Dortmund,FC Augsburg,H,2,1
2021,VfL Wolfsburg,Bor. M'gladbach,A,1,3
2021,VfB Stuttgart,TSG Hoffenheim,H,3,1
2021,Hertha BSC,SC Freiburg,A,1,2
2021,RB Leipzig,VfL Bochum,H,3,0
2021,1.FSV Mainz 05,Union Berlin,A,1,2
2021,Bayern Munich,E. Frankfurt,A,1,2
2021,Arm. Bielefeld,B. Leverkusen,A,0,4
2021,TSG Hoffenheim,1.FC Köln,H,5,0
2021,Bor. Dortmund,1.FSV Mainz 05,H,3,1
2021,E. Frankfurt,Hertha BSC,A,1,2
2021,Union Berlin,VfL Wolfsburg,H,2,0
2021,SC Freiburg,RB Leipzig,D,1,1
2021,Greuther Fürth,VfL Bochum,A,0,1
2021,Bor. M'gladbach,VfB Stuttgart,D,1,1
2021,B. Leverkusen,Bayern Munich,A,1,5
2021,FC Augsburg,Arm. Bielefeld,D,1,1
2021,1.FSV Mainz 05,FC Augsburg,H,4,1
2021,Bayern Munich,TSG Hoffenheim,H,4,0
2021,RB Leipzig,Greuther Fürth,H,4,1
2021,VfL Wolfsburg,SC Freiburg,A,0,2
2021,Arm. Bielefeld,Bor. Dortmund,A,1,3
2021,Hertha BSC,Bor. M'gladbach,H,1,0
2021,1.FC Köln,B. Leverkusen,D,2,2
2021,VfB Stuttgart,Union Berlin,D,1,1
2021,VfL Bochum,E. Frankfurt,H,2,0
2021,TSG Hoffenheim,Hertha BSC,H,2,0
2021,Bor. Dortmund,1.FC Köln,H,2,0
2021,B. Leverkusen,VfL Wolfsburg,A,0,2
2021,Union Berlin,Bayern Munich,A,2,5
2021,SC Freiburg,Greuther Fürth,H,3,1
2021,Arm. Bielefeld,1.FSV Mainz 05,A,1,2
2021,E. Frankfurt,RB Leipzig,D,1,1
2021,FC Augsburg,VfB Stuttgart,H,4,1
2021,Bor. M'gladbach,VfL Bochum,H,2,1
2021,1.FSV Mainz 05,Bor. M'gladbach,D,1,1
2021,Bayern Munich,SC Freiburg,H,2,1
2021,VfL Wolfsburg,FC Augsburg,H,1,0
2021,VfB Stuttgart,Arm. Bielefeld,A,0,1
2021,VfL Bochum,TSG Hoffenheim,H,2,0
2021,RB Leipzig,Bor. Dortmund,H,2,1
2021,Hertha BSC,B. Leverkusen,D,1,1
2021,1.FC Köln,Union Berlin,D,2,2
2021,Greuther Fürth,E. Frankfurt,A,1,2
2021,FC Augsburg,Bayern Munich,H,2,1
2021,Bor. Dortmund,VfB Stuttgart,H,2,1
2021,B. Leverkusen,VfL Bochum,H,1,0
2021,Bor. M'gladbach,Greuther Fürth,H,4,0
2021,TSG Hoffenheim,RB Leipzig,H,2,0
2021,Arm. Bielefeld,VfL Wolfsburg,D,2,2
2021,Union Berlin,Hertha BSC,H,2,0
2021,SC Freiburg,E. Frankfurt,A,0,2
2021,1.FSV Mainz 05,1.FC Köln,D,1,1
2021,VfB Stuttgart,1.FSV Mainz 05,H,2,1
2021,VfL Wolfsburg,Bor. Dortmund,A,1,3
2021,Hertha BSC,FC Augsburg,D,1,1
2021,1.FC Köln,Bor. M'gladbach,H,4,1
2021,VfL Bochum,SC Freiburg,H,2,1
